Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7022959,PROVINCE OF AURORA,Bleaching/stain remover liquid 1 ltr./bot,Aurora,2020-06-2098,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Janitorial Supplies,"111,470.00",0 Day/s,,Joel D. Friginal,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 12:00 PM," For complete specification, please see attached for quotation at the associate components link or request.",,Joel D. Friginal,02/06/2020
7022957,"MUNICIPALITY OF BANAYBANAY, DAVAO ORIENTAL",MEALS AND SNACKS DURING PACKING OF RELIEF GOODS FOR LGU-BANAYBANAY DISTRIBUTION TO AFFECTED FAMILIES ON COVID-19 PANDEMIC AND RED CROSS,Davao Oriental,20-402,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Food Stuff,"53,750.00",30 Day/s,,ANNE MARGARETT A. BORNASAL,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 12:00 PM," REQUEST FOR QUOTATION (RFQ)
The MDRRMO  through the Bids and Awards Committee (BAC) of the Municipality of Banaybanay, Davao Oriental hereby notifies and invites you to submit your quotation/bid for the hereunder proposed project/request, viz: MEALS AND S",,Harold C. Duremdes,02/06/2020
7023006,"MUNICIPALITY OF GEN. LUNA, QUEZON",Purchase of material for Repair of Public Market Building,Quezon,GLQ-2020-RFQ11,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Materials and Supplies,"50,790.00",14 Day/s,,REDEMCION M. DE LEON,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:00 AM," REQUEST FOR QUOTATION
                                                                                                                                          Date:  6/3/2020
                                                                               ",,REDEMCION M. DE LEON,02/06/2020
7022952,PROVINCE OF BUKIDNON,SUPPLY AND DELIVERY OF HANDHELD RADIO AND RADIO BASE (ITB No. 2020-149)-(provl government of bukidnon),Bukidnon,ITB No. 2020-149-provl government of bukidnon,Implementing Rules and Regulations,Public Bidding,Goods,Communication Equipment,"1,502,400.00",30 Day/s,,segrid sahagon dacanay,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,23/06/2020 10:00 AM, please download the ITB and its supporting documents in the associated component,,segrid sahagon dacanay,02/06/2020
7023002,"MUNICIPALITY OF VILLASIS, PANGASINAN","Supply & Delivery of various cons. materials for the construction of Amamperez Drainage Interior Roads, brgy. Amamperez,Villasis, Pangasinan",Pangasinan,2006079,Implementing Rules and Regulations,Shopping,Goods,Construction Materials and Supplies,"121,268.44",0 Day/s,,Vladimir Prado Torres,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 2:00 PM," Qty	Unit 	Item Description		
				
 12 	 pcs 	 42"" RC Pipe 		
 4 	 pcs 	 36"" RC Pipe 		
 100 	 pcs 	 4"" CHB 		
 40 	 bags 	 Portland Cement 		
 3 	 cum 	 Washed Sand 		
 4 	 cum 	 Screened graveL 3/4 		
 15 	 pcs 	 10mm RSB 		
 5 	 pcs 	 1/2 Phenolic Board",,Vladimir Prado Torres,02/06/2020
7023004,DEPARTMENT OF AGRICULTURE - REGION VI,Procurement of supply and delivery of tires,Negros Occidental,SVP 2020-335,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Parts and Accessories,"116,160.00",15 Day/s,,Peter  S.  Sobrevega,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,10/06/2020 12:00 PM," Procurement of supply and delivery of tires
5	pcs	Tires (195/Rim 15) for Nissan NV350 Van
5	pcs	Tires (205/Rim 16) for Mitsubishi Pick Up
PR# 2020-907",,Peter  S.  Sobrevega,02/06/2020
7023001,"MUNICIPALITY OF DUMINGAG, ZAMBOANGA DEL SUR",Rehab/Repair of Slaughter House,Zamboanga Del Sur,202006110,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"413,517.00",33 Day/s,,JOAN PACALIOGA ABEJUELA,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 3:00 PM, Please download ITB in the Associated Components,,JOAN PACALIOGA ABEJUELA,02/06/2020
7023000,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - TARLAC 1ST DEO,"IB 20GCJ0037 - Supply of Diesel Fuel and Unleaded Gasoline for the Operation of Service Vehicles and Heavy Equipment in the Inspection/Supervision, Surveying, Monitoring of Projects and Repair/Mainten",,20GCJ0037,Implementing Rules and Regulations,Public Bidding,Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"3,134,502.00",0 Day/s,,Enrique Bondoc Gonzales,Active,Order,0,2,03/06/2020,03/06/2020 12:00 AM,24/06/2020 10:00 AM," INVITATION TO BID
1.	The Department of Public Works and Highways, Tarlac 1st District Engineering Office, Parsolingan, Gerona, Tarlac intends to apply the following sum to payments of the corresponding procurement listed hereunder. Bids received in excess",,Enrique Bondoc Gonzales,02/06/2020
7022999,GUIMARAS STATE COLLEGE,Other Supplies & Materials for the Guimaras State College (Baterna Campus),Guimaras,20-06-034,Implementing Rules and Regulations,Public Bidding,Goods,Agricultural Machinery and Equipment,"455,249.00",40 Day/s,,Tommy Mahilum Artajo,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 9:30 AM," INVITATION TO BID
BID NUMBER: 20-06-034
PURCHASE FOR: Other Supplies & Materials for the Guimaras State College (Baterna Campus)
ABC: Php.455,249.00
1.) The Guimaras State College through its BIDS AND AWARDS COMMITTEE (BAC) intends to apply the sum of FOU", Please bring your letter of intent if you are interested to purchase bidding documents.,Tommy Mahilum Artajo,02/06/2020
7022998,"MUNICIPALITY OF CANDELARIA, QUEZON","FABRICATION & INSTALLATION OF ALUMINUM PARTITION (BAC EXT.), MUNICIPAL COMPOUND, CANDELARIA, QUEZON",Quezon,INFRA-06-02-2020-05,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Construction Projects,"72,468.13",15 Day/s,,Enrico Papag Limjuico,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,11/06/2020 9:00 AM, PLEASE SEE ATTACHED FILE,,Enrico Papag Limjuico,02/06/2020
7022995,"BARANGAY CALINGINAN NORTE, SEVILLA, BOHOL",SUPPLY AND DELIVERY OF CONSTRUCTION MATERIALS AND SUPPLIES,Bohol,2020-01,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Materials and Supplies,"56,085.00",120 Day/s,,VILMA FERNANDEZ BANGA,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 2:00 PM," REPUBLIC OF THE PHILIPPINES
PROVINCE OF BOHOL
MUNICIPALITY OF SEVILLA
BARANGAY CALINGINAN NORTE
INVITATION TO BID
1.	The Barangay Calinginan Norte, through the authorized appropriations under the FY 2019 General Appropriations Act, intends to apply the su",,VILMA FERNANDEZ BANGA,02/06/2020
7023005,"CITY OF BORONGAN, EASTERN SAMAR","CONSTRUCTION OF DISASTER/EVACUATION CENTER, BARANGAY BANUYO, BORONGAN CITY EASTERN SAMAR",Eastern Samar,2020-06-070bid,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"2,999,931.34",97 Day/s,,Mila Jihan GIBA,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,22/06/2020 9:00 AM," Republic of the Philippines
Province of Eastern Samar
City of Borongan
-0-
BIDS AND AWARDS COMMITTEE
------------------------------------------------------------------------------------------
Invitation to Bid for CONSTRUCTION OF DISASTER/EVACUATION CENTE",,Mila Jihan GIBA,02/06/2020
7022994,PHILIPPINE DEPOSIT INSURANCE CORPORATION,RFQ - Ballpen (Ordinary),Metro Manila,2020-0052,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards,"200,000.00",0 Day/s,,Ma Luz Buenaagua Francisco,Active,Order,0,4,03/06/2020,03/06/2020 12:00 AM,09/06/2020 1:00 PM," PHILIPPINE DEPOSIT INSURANCE CORPORATION
SSS MAKATI Building, 6782 Ayala Avenue corner V.A. Rufino Street, Makati City
PROCUREMENT AND PROPERTY DEPARTMENT
REQUEST FOR QUOTATION
Supplier
 
 
 
The PDIC invites you to submit a quotation for the items stated",,Ma Luz Buenaagua Francisco,02/06/2020
7022975,"MUNICIPALITY OF SAN FRANCISCO, AGUSAN DEL SUR","SUPPLY AND DELIVERY OF KITCHENWARE AND OTHER COMMODITIES TO BE USED FOR THE FRONTLINERS AND PUM DURING COVID-19 OPERATIONS FOR THE PERIOD OF MAY 17-23, 2020 SFADS",,20-05-675,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Kitchenware,"137,967.50",5 Day/s,,Margie P Alanunay,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 9:00 AM," Item No. Qty. Unit of Issue Item Description
1	480	PCKS	MICROWAVABLE LUNCH BOX	
			        ROUND 16oz/pack	
2	270	PCKS	MICROWAVABLE LUNCH BOX	
			        ROUND 10oz/pack	
3	300	PCKS	MICROWAVABLE LUNCH BOX	
			        RECTANGLE 750ML 10PCS/PACK	
4	143	PCKS", Emergency Purchase,Margie P Alanunay,02/06/2020
7022993,"MUNICIPALITY OF SOUTH UPI, MAGUINADANAO",PROCUREMENT OF WELFARE GOODS OF BRGY. LAMUD SANGGUNIANG KABATAAN TO SUPPORT IN COVID-19 PANDEMIC,Maguindanao,18,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Grocery Items,"85,700.00",5 Day/s,,Renato Motao Sarikit,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,17/06/2020 8:00 AM," 25 BOXES NOODLES
4 RIM CELLOPHANE
CAR RENT
MEALS AND SNACKS
500 PCS BATH SOAP
130 KGS NATIVE COFFEE
500 PCS BAR SOAP
500 PCS TOOTHPASTE",,Renato Motao Sarikit,02/06/2020
7022996,"GHQ PROCUREMENT CENTER, AFP PROCUREMENT SERVICE","Telephone Mobile Expenses (SOCOM-184,800.00)",Metro Manila,SOCOM-TELM-1044-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Communication Equipment & Parts and Accessories,"184,800.00",7 Day/s,,Jimmy Pastorfile Carandang,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 10:00 AM, Telephone Mobile Expenses,,Jimmy Pastorfile Carandang,02/06/2020
7023031,"BARANGAY PALINA, NAGCARLAN, LAGUNA",Supply and Delivering of Materials for the Improvement of Waterworks System,Laguna,PR-2020,Implementing Rules and Regulations,Public Bidding,Goods,Water Service Connection Materials/Fittings,"200,100.00",3 Day/s,,JENNIE ONGTANGCO CORONADO,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,10/06/2020 1:00 AM, Improvement of Waterworks System,,JENNIE ONGTANGCO CORONADO,02/06/2020
7023030,PROVINCE OF SOUTH COTABATO,"SVP 20-0072-A - Purchase of 60 btls ALCOHOL , 70%, 500ml & etc.",South Cotabato,SVP 20-0072-A,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,General Merchandise,"59,920.00",10 Day/s,PROVINCE OF SOUTH COTABATO,John B Magbanua,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,09/06/2020 12:00 PM," Standard Form Number: SF-GOOD-60
Revised on: May 24, 2004
Standard Form Title: Request for Quotation
Republic of the Philippines
Provincial Government of South Cotabato
BIDS AND AWARDS COMMITTEE
Capitol Compound, Alunan Avenue, City of Koronadal
Tel. No. ",,John B Magbanua,02/06/2020
7023029,CAMARINES SUR POLYTECHNIC COLLEGES - NABUA CAMPUS,Procurement of Laboratory Equipment (Lot 1a),Camarines Sur,2020-GOODS-NP-56,Implementing Rules and Regulations,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,Laboratory Supplies and Equipment,"605,000.00",30 Day/s,,Marites A. Bermal,Active,Order,0,17,03/06/2020,03/06/2020 12:00 AM,15/06/2020 8:00 AM," BIDS AND AWARDS COMMITTEE
ATTENTION:		ALL INTERESTED BIDDERS
			
SUBJECT:	INVITATION TO BID –   Procurement of Laboratory Equipment (Lot 1a)
DATE:	June 1, 2020
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -",,Marites A. Bermal,02/06/2020
7023032,"MUNICIPALITY OF ALABEL, SARANGANI PROVINCE",Procurement of Fuel,Sarangani,2020-PBGOODS-06-007,Implementing Rules and Regulations,Public Bidding,Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"514,990.00",30 Day/s,,Abner H Labaniego,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,16/06/2020 1:30 PM, -,,Abner H Labaniego,02/06/2020
7023028,BUREAU OF PLANT INDUSTRY - NCR,"SUPPLY AND DELIVERY OF PURITY WORKBOARD, DIAPHANOSCOPE, AND CIRCLINE MAGNIFIER FOR USE IN SEED TESTING AND SEED CERTIFICATION OF NATIONAL SEED QUALITY CONTROL SERVICES DIVISION (NSQCSD)",Metro Manila,ITB PR No.: 0691-20BAC,Implementing Rules and Regulations,Public Bidding,Goods,Laboratory Supplies and Equipment,"2,010,000.00",45 Day/s,,Mila Rodrin Creencia 2,Active,Order,0,5,03/06/2020,03/06/2020 12:00 AM,30/07/2020 9:00 AM," Republic of the Philippines
Department of Agriculture
BUREAU OF PLANT INDUSTRY
692 San Andres Street Malate, Manila, Philippines
E-mail Address: bpibac@yahoo.com
Tel. No.: (02) 8526-7859, (02) 8691-0736 | Website: bpi.da.gov.ph
SOLICITATION NO.: ITB PR NO",,Mila Rodrin Creencia 2,02/06/2020
7023026,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - ALBAY 2ND DEO,"Local Program - Rehabilitation/Improvement of along Daang Maharlika Highway Jct. Legazpi-Sto. Domingo-Camarines Sur Bdry. Road - K0528+760-K0529+533, K0530+000-K0532+616, Legazpi City",Albay,20FB0149,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"89,099,998.35",244 Day/s,,Ninez B. Regalado,Active,Order,0,5,03/06/2020,03/06/2020 12:00 AM,22/06/2020 10:00 AM," Location : Legazpi City, Albay
Scope of Work : Asphalt Overlay of 5.249 Lane Km. Road with Reflectorized Thermoplastic Pavement Markings including Reblocking of PCCP on Intermittent Section and Construction of 1,100.00 l.m. Line Canal"," Cost of Bid Docs: Php 50,000.00",Ninez B. Regalado,02/06/2020
7022978,CITY OF MUNTINLUPA,"SUPPLY & INSTALLATION OF AIR CONDITIONING UNITS AT BFP CENTRAL AND SUCAT STATION, MUNTINLUPA CITY",Metro Manila,00986,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Airconditioning and Airconditioning Systems,"306,255.00",0 Day/s,,Resette Hernandez Razon,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 5:00 PM, PLEASE SEE ATTACHED FILE REQUEST FOR QUOTATION (RFQ),,Resette Hernandez Razon,02/06/2020
7023021,"BARANGAY PALINA, NAGCARLAN, LAGUNA",Supply and Delivering of Emergency Kit,Laguna,PR-2020,Implementing Rules and Regulations,Shopping,Goods,Fire Fighting & Rescue and Safety Equipment,"15,000.00",1 Day/s,,JENNIE ONGTANGCO CORONADO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,04/06/2020 1:00 AM, Emergency Kit,,JENNIE ONGTANGCO CORONADO,02/06/2020
7022991,NATIONAL TOBACCO ADMINISTRATION - VILLASIS PANGASINAN,GULAYAN AT MANUKAN SA BARANGAY PILOT PROJECT AND VEGETABLE SEED DISTRIBUTION,Pangasinan,BAC-03,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,"Agricultural Products (Seeds, Seedlings, Plants..)","952,500.00",3 Day/s,,CESARIO GASPAR SAMBRANA,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,15/06/2020 10:00 AM," DESCRIPTION                                                      QUANTITY
Lot 1                                                                     
  POULTRY PRODUCTION                                     
    Free Range Chicken                          ",,CESARIO GASPAR SAMBRANA,02/06/2020
7023020,TAGUM WATER DISTRICT,74515 - Procurement of Various Hardware and Construction Materials,Davao Del Norte,PR 74515,Implementing Rules and Regulations,Shopping,Goods,Hardware and Construction Supplies,"93,703.06",30 Day/s,,MARIE JANE ABING CLAVERO,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,16/06/2020 1:00 AM," 74515 - Procurement of Various Hardware and Construction Materials
Posting Date: June 3, 2020
Closing Date: June 16, 2020",,MARIE JANE ABING CLAVERO,02/06/2020
7023027,"GHQ PROCUREMENT CENTER, AFP PROCUREMENT SERVICE","Semi Expendable Machinery & Equip-ICTE-SOCOM-PhP85,500.00)",Metro Manila,SOCOM-SEMEICTE-1045-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Information Technology Parts & Accessories & Perip,"85,500.00",7 Day/s,,Jimmy Pastorfile Carandang,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 10:00 AM, Semi Expendable Machinery & Equip-ICTE,,Jimmy Pastorfile Carandang,02/06/2020
7023024,PROVINCE OF MOUNTAIN PROVINCE,"IMPROVEMENT OF SACASACAN FMR, SADANGA",Mountain Province,lgm,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"755,000.00",0 Day/s,,Jessie Bagtang Addag,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 10:00 AM," FUND SOURCE: 20% PDF 2020
TYPES OF WORK TO BE DONE: Project billboard/ signboard/ occupational safety and health program/ structure excavation (common soil)/ reinforcing steel  of reinforced concrete structures/ structural concrete class A/ grouted riprap"," A complete set of Bidding Documents may be acquired by interested bidders on JUNE 3, 2020 to JUNE 23, 2020 from 8:00AM to 5:00PM at the Office of the Bids and Awards Committee, 3rd Floor, Provincial Capitol, Bontoc, Mountain Province upon payment of the applicable fee for the Bidding Documents, pursuant to the latest Guidelines issued by the GPPB, in the amount of One Thousand Pesos Only (Php1,000.00) at the Cashier’s Office, Provincial Capitol, Bontoc, Mountain Province.",Jessie Bagtang Addag,02/06/2020
7023023,"CITY  OF LA CARLOTA, NEGROS OCCIDENTAL",Fuel,Negros Occidental,2020-0129,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"115,695.50",0 Day/s,,Joseph Villanueva Emboltorio,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 8:00 AM," City Government of La Carlota								         
Standard Form Number: SF-GOOD-59
Revised on: May 24, 2004
Standard Form Title: REQUEST FOR QUOTATION
												Date: ______________
												Quotation No.________
Company Name
Address
	Please quote your ",,Joseph Villanueva Emboltorio,02/06/2020
7023013,"MUNICIPALITY OF LAMBUNAO, ILOILO","Purchase of PPE Materials for the use of Lambunao Garments, Lambunao, Iloilo",Iloilo,MPQ-060220-079,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Garments,"118,100.00",7 Day/s,,Rosanna P. Lucero,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 2:00 PM," Republic of the Philippines
Province of Iloilo
Municipality of Lambunao
Office of the Bids & Awards Committee
REQUEST FOR PRICE QUOTATION
Name of Project: Purchase of PPE Materials for the use of Lambunao Garments
Location: Lambunao, Iloilo
ABC: Php 118,1",,Rosanna P. Lucero,02/06/2020
7023048,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - BENGUET I DEO,"CONSTRUCTION/REHABILITATION OF WATER SUPPLY/SEPTAGE AND SEWERAGE/RAIN WATER COLLECTORS IN PUBLIC FACILITIES – RAIN WATER COLLECTORS IN PUBLIC FACILITIES, VARIOUS LOCATIONS ALONG BENGUET FIRST DISTRICT",Benguet,20PE0084,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"4,086,758.80",30 Day/s,,Rhoderick T. Haban,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 10:00 AM," Benguet First District Engineering Office
La Trinidad, Benguet
June 1, 2020
INVITATION TO BID
The Benguet First District Engineering Office, through its Bids and Awards Committee (BAC), invites contractors to submit bids for the following Contract:
Contra",,Rhoderick T. Haban,02/06/2020
7023046,BULACAN AGRICULTURAL STATE COLLEGE,Supply and Delivery of Construction Materials and Labor for the Construction of Broiler House Repost,Bulacan,BASC2020-05-022,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods - General Support Services,Construction Materials and Supplies,"699,000.00",45 Day/s,,Guilberto M Villacorte,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 9:00 AM," 1 bags Cement 60
2 cu.m Sand 4
3 cu.m Gravel 8
4 pcs 16mm deformed bar 60
5 pcs 10mm deformed bar 30
6 kgs # 16 GI tire wire 4
7 sht. 1/2"" x 4' x 8' phenolic board 6
8 pcs 2""x2""x10' good lumber 40
9 pcs 2"" x 3"" x 12' coco lumber 60
10 pcs 100mm x 6m GI pi", Please attach the following documents together with your quotation/bid,Guilberto M Villacorte,02/06/2020
