Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7020412,PROVINCIAL GOVERNMENT OF APAYAO,INVITATION TO BID FOR THE SUPPLY AND DELIVERY OF ONE(1) UNIT SERVICE VEHICLE,Apayao,ITB.JUNE1,Implementing Rules and Regulations,Public Bidding,Goods,Vehicles,"3,000,000.00",0 Day/s,,Edmar Pascua,Active,Order,0,5,02/06/2020,02/06/2020 12:00 AM,23/06/2020 1:00 AM," Republic of the Philippines
Province of Apayao
PROVINCIAL GOVERNMENT CENTER
San Isidro Sur, Luna, Apayao
INVITATION TO BID FOR THE
SUPPLY AND DELIVERY OF ONE(1) UNIT SERVICE VEHICLE
1.	The Provincial Government of Apayao, through the General/Supplemental ",,Edmar Pascua,01/06/2020
7020405,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - MINDORO ORIENTAL D,"Construction of Two Units Rainwater Collection System (RWCS), Patas Elementary School, Calapan City",Oriental Mindoro,20ED0128,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"194,071.83",45 Day/s,,Agnes Mendoza Bueno,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM, Construction of two units 1.5m x 3.0m x 1.60m rainwater collection system,,Agnes Mendoza Bueno,01/06/2020
7020404,JOSE R. REYES MEMORIAL MEDICAL CENTER,"Preventive Maintenance Service and Calibration of one (1) unit Biosafety Cabinet, Model: SC2-4A1 Serial No.: 201-90214, located at OPD, Bacteriology",Metro Manila,CBACS-2020-06-669,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,General Engineering Services,"18,400.00",7 Day/s,,JUVIE  CORDERO  MURAO,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,05/06/2020 9:00 AM," Scope of Work:
Certification of BSC
a. Airlow Velocity Test (inflow & downflow)
b. PAO Filter leak test
c. Light intensity test
d. Noise level test
e.Smoke patter test
f. UV intensity light test",,JUVIE  CORDERO  MURAO,01/06/2020
7020402,"MUNICIPALITY OF BINANGONAN, RIZAL","Proposed Construction of Covered Court, Barangay Gulod, Binangonan Rizal",Rizal,ITB - 15 JUNE 2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"2,587,003.13",55 Day/s,,Petronio  C.  Tolentino,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,25/06/2020 10:00 AM, Construction of Covered Court,,Petronio  C.  Tolentino,01/06/2020
7020410,BATANGAS STATE UNIVERSITY,"Procurement of Service for the Geotechnical Investigation for Knowledge, Innovation for Science and Technology (KIST) Park",Batangas,BSU Project No. 2020-201,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Services,"673,157.00",30 Day/s,,Enrico Magboo Dalangin,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 5:00 PM," Republic of the Philippines
BATANGAS STATE UNIVERSITY
Batangas City
REQUEST FOR QUOTATION
""Procurement of Service for the Geotechnical Investigation for Knowledge, Innovation for Science and
Technology (KIST) Park""
1. The Batangas State University (BatSta",,Enrico Magboo Dalangin,01/06/2020
7020413,"MUNICIPALITY OF BINANGONAN, RIZAL","Proposed Improvement of Barangay Hall, Brgy. Layunan, Binangonan Rizal",Quezon,ITB - 16 JUNE 2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"672,826.88",28 Day/s,,Petronio  C.  Tolentino,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,25/06/2020 10:00 AM," Replacement of door and window & plumbing fixture, installation of tiles & repainting",,Petronio  C.  Tolentino,01/06/2020
7020400,CITY OF VALENZUELA,"Delivery of 10,000 liters of Diesel",Metro Manila,5/22/2020,Implementing Rules and Regulations,Shopping,Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"450,000.00",1 Day/s,,Airen  Abejuro Delfin,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,03/06/2020 1:00 AM," Supply and Delivery of 10,000 liters of Diesel",,Airen  Abejuro Delfin,01/06/2020
7020420,"MUNICIPALITY OF GREGORIO DEL PILAR, ILOCOS SUR",Purchase of Office Supplies and Equipments of the Engineering Office,Ilocos Sur,Goods-20-013,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Office Equipment Supplies and Consumables,"68,000.00",7 Day/s,,Lani Maog Tumbaga,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," A.  1 SET   Desktop Computer
SPECS:     Intel Core i5 - Processor
                4GB DRR4 Memory
                1 TB HDD
                16"" HD Lead Display
                Power Supply
                Printer
                PC Table
B. 1 UNIT  Printer",,Lani Maog Tumbaga,01/06/2020
7020415,"MUNICIPALITY OF MALINAO, ALBAY",Procurement of hardware & construction materials for the Construction/Electrification/Rehab of Streetlights along National/Provincial Roads,Albay,2020-03-085,Implementing Rules and Regulations,Public Bidding,Goods,Hardware and Construction Supplies,"427,370.30",15 Day/s,,Lenybelle Ceriola Santos,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM, Procurement of hardware & construction materials for the Construction/Electrification/Rehab of Streetlights along National/Provincial Roads,,Lenybelle Ceriola Santos,01/06/2020
7020409,"BARANGAY CABLALAN, GLAN, SARANGANI",Perimeter Fence,Sarangani,2020-06-03,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"70,140.00",14 Day/s,,Generoso Emplica Evangelio,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,10/06/2020 10:00 AM, Construction of concrete perimeter fence of Barangay Site w/ a total 16 spans @ 3.0m/span,,Generoso Emplica Evangelio,01/06/2020
7020445,"VETERANS MEMORIAL MEDICAL CENTER, DND",EBMS -PM AND CALIBRATION OF CO2 & SPO2 MONITORING DEVICE (6TH POSTING),Metro Manila,EBMS 0656-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Services,"24,000.00",10 Day/s,,Jay Legaspi Cabiles,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,05/06/2020 4:30 PM," PURPOSE: FOR USE IN MONITORING DEVICE AT O.R. (ATTACHED RPRI #2020-01-016)
Fax your Price Quotation at Tel. Fax#: 426-30-45 / 927-64-26 local 2561 or Email at bacveterans@gmail.com. Please indicate the brand name and complete specifications.", Other Information:,Jay Legaspi Cabiles,01/06/2020
7020401,"MUNICIPALITY OF ISABELA, NEGROS OCCIDENTAL","Purchase of hardware materials for the construction of 75 linear meter riprap, Brgy. 6, Isabela, Neg. Occ.",Negros Occidental,2020-06-069,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Hardware and Construction Supplies,"115,390.00",0 Day/s,,Sheila mae  Alpon  Carpentero,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 AM," 202 bags Portland Cement
45 cu.m. Boulders (head size)
18 cu.m. washed sand
15 pcs good lumber 2x2x10
4 rolls nylon string #80
5 kilos CW nails 3""",,Sheila mae  Alpon  Carpentero,01/06/2020
7020444,"MUNICIPALITY OF SAN MATEO, RIZAL",Purchase of tire and Spareparts to be used by the SWMO truck,Rizal,100200500753,Implementing Rules and Regulations,Shopping,Goods,Vehicle Parts and Accessories,"69,400.00",7 Day/s,,MICHELLE ANN NAVARRO MCARAIG,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,04/06/2020 3:00 PM," REQUEST FOR QUOTATION
The Local Government of San Mateo, through its Bids and Awards Committee (BAC), invites suppliers, manufacturers, distributors, contractors registered with the BAC in the Local Government of San Mateo, to apply for eligibility and if",,MICHELLE ANN NAVARRO MCARAIG,01/06/2020
7020438,BUREAU OF FISHERIES AND AQUATIC RESOURCES CARAGA,"Procurement of Freon for aircondition uint of RFIMC Building office, PFO-office, ORD office, CFRDC Building and Maso Farm Station office.",Agusan Del Norte,066,Others,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment Parts and Accessories,"64,700.00",15 Day/s,,Restituto Busbos Bautista,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 5:00 PM, -,,Restituto Busbos Bautista,01/06/2020
7020436,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - MINDORO ORIENTAL D,"Construction of Two Units Rainwater Collection System (RWCS), Canubing II Elementary School, Calapan City",Oriental Mindoro,20ED0129,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"194,340.74",45 Day/s,,Agnes Mendoza Bueno,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM, Construction of two units 1.5m x 3.0m x 1.60m rainwater collection system,,Agnes Mendoza Bueno,01/06/2020
7020435,DEPARTMENT OF AGRICULTURE - REGION VI,Procurement of Printing Services,Iloilo,SVP 2020-330,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods - General Support Services,Printing Services,"350,000.00",15 Day/s,,Peter  S.  Sobrevega,Active,Order,0,7,02/06/2020,02/06/2020 12:00 AM,09/06/2020 12:00 PM," Procurement of Printing Services
		Printing of Urban Gardening Booklet and Posters with the following specifications (inclusive of encoding, layouting, and editing)
5,000	pcs	BOOKLET
Size: 6 inches x 9 inches
Cover: Krome Kote 189, one-side coated, colore",,Peter  S.  Sobrevega,01/06/2020
7020434,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - DAVAO ORIENTAL 1ST,CONTRACT ID: 20GLF0028 - PROCUREMENT OF VARIOUS SPARE PARTS FOR USE IN THE REPAIR OF IZUSU DUMPTRUCK H3-6427/SFF-165 UNDER WO NO. R11-BB-20-CM-02-005; MICHIGAN PAYLOADER L2-1445 UNDER WO NO. BB-20-CM-,Davao Oriental,PR No. 2020-03-018,Implementing Rules and Regulations,Public Bidding,Goods,Vehicle Parts and Accessories,"329,140.00",30 Day/s,,Odessa Tomogdan Manligoy,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,16/06/2020 10:00 AM," Republic of the Philippines
DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS
DAVAO ORIENTAL
FIRST DISTRICT ENGINEERING OFFICE
REGION XI
Lucod, Baganga, Davao Oriental
INVITATION TO BID
No. 2020-0007 
1.	The Department of Public Works and Highways, Davao Oriental F",,Odessa Tomogdan Manligoy,01/06/2020
7020443,"MUNICIPALITY OF CALASIAO, PANGASINAN",Purchase of Laboratory Reagents & Materials used for the medical management of patients attended @ MHO,Pangasinan,2020-90,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical Supplies and Laboratory Instrument,"126,000.00",3 Day/s,,Melanio B. De vera,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM, Purchase of Laboratory Reagents & Materials @ MHO,,Melanio B. De vera,01/06/2020
7020440,"MUNICIPALITY OF BINANGONAN, RIZAL","Proposed Construction of Waiting Shed & Concrete Benches, Municipal Cemetery, Brgy. Kaytome, Binangonan Rizal",Rizal,ITB - 18 JUNE 2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"672,065.63",30 Day/s,,Petronio  C.  Tolentino,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,25/06/2020 10:00 AM, Construction of Waiting Shed & Concrete Benches,,Petronio  C.  Tolentino,01/06/2020
7020431,"VETERANS MEMORIAL MEDICAL CENTER, DND",EBMS -PM AND CALIBRATION OF HYDROCOLATOR (6TH POSTING),Metro Manila,EBMS 0503-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Services,"10,500.00",10 Day/s,,Jay Legaspi Cabiles,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,05/06/2020 4:30 PM," PURPOSE: FOR USE IN HYDROCOLATOR AT PT SECTION. (ATTACHED ORIGINAL RPPI# 2020-01-011)
Fax your Price Quotation at Tel. Fax#: 426-30-45 / 927-64-26 local 2561 or Email at bacveterans@gmail.com. Please indicate the brand name and complete specifications.", Other Information:,Jay Legaspi Cabiles,01/06/2020
7020449,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - MINDORO ORIENTAL D,"Construction of Two Units Rainwater Collection System (RWCS), Balingayan Elementary School, Calapan City",Oriental Mindoro,20ED0130,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"194,477.09",45 Day/s,,Agnes Mendoza Bueno,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM, Construction of two units 1.5m x 3.0m x 1.60m rainwater collection system,,Agnes Mendoza Bueno,01/06/2020
7020403,"MUNICIPALITY OF CONCEPCION, ILOILO",Supply and Delivery of Various Office Supplies,Iloilo,ITB-PG-2020-06-01,Implementing Rules and Regulations,Public Bidding,Goods,Office Supplies and Devices,"1,300,184.25",21 Day/s,,Rene Sobremonte,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,16/06/2020 5:00 PM," Section I. Invitation to Bid
Section II. Instruction to Bidders
A. General
1. Scope of Bid
1.1 The Procuring Entity as defined in the BDS, invites for the Supply and Delivery of Office Supplies, as described in Section VI Specifications. The name and iden", Bidders must be pre-qualified.,Rene Sobremonte,01/06/2020
7020433,"MUNICIPALITY OF SAN JUAN, BATANGAS","CONSTRUCTION OF BARANGAY ROADS- CLUSTER 5 (BRGY. BATAAN, IMELDA, BULSA)",Batangas,sj 2020 b jun 001,Implementing Rules and Regulations,Public Bidding,Goods,Construction Projects,"1,493,329.03",0 Day/s,,Marissa G. Quijano,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,25/06/2020 1:00 AM," Republic of the Philippines
Province of Batangas
Municipality of San Juan
BIDS AND AWARDS COMMITTEE
INVITATION TO BID
THE LOCAL GOVERNMENT UNIT OF SAN JUAN, BATANGAS, through its Bids and Awards Committee (BAC), invites registered PhilGEPS suppliers/distr",,Marissa G. Quijano,01/06/2020
7020432,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF SOUTHERN PHILIPPINES,RFQ-NP-SVP-207-2020-Procurement of Internet Subscription for Panaon Campus.,Misamis Oriental,RFQ-NP-SVP-207-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Internet Services,"600,000.00",7 Day/s,,Melanie Alabat Jalover,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,05/06/2020 12:00 PM, Please download associated components.,,Melanie Alabat Jalover,01/06/2020
7020474,CITY OF VALENZUELA,"Delivery of 10,000 liters of Diesel",Metro Manila,5/28/2020,Implementing Rules and Regulations,Shopping,Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"450,000.00",1 Day/s,,Airen  Abejuro Delfin,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,03/06/2020 1:00 AM," Supply and Delivery of 10,000 liters of Diesel",,Airen  Abejuro Delfin,01/06/2020
7020472,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF SOUTHERN PHILIPPINES,RFQ-NP-SVP-211-2020-Procurement for  Hazardous Waste Certificate and Disposal Permit,Misamis Oriental,RFQ-NP-SVP-211-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Waste Management and Recycling,"165,000.00",7 Day/s,,Melanie Alabat Jalover,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 12:00 PM, Please download associated components,,Melanie Alabat Jalover,01/06/2020
7020470,"MUNICIPALITY OF BINANGONAN, RIZAL","Proposed Improvement of Wharf, Brgy. Ginoong Sanay, Binangonan Rizal",Rizal,ITB - 20 JUNE 2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"782,131.88",30 Day/s,,Petronio  C.  Tolentino,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,25/06/2020 10:00 AM," Riprapping, concreting of road & construction of stair",,Petronio  C.  Tolentino,01/06/2020
7020468,"MUNICIPALITY OF SAN MIGUEL, CATANDUANES",Rehabilitation of Farm to Market Road from Obo to Dayawa to Siay,Catanduanes,020-FTC 2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"487,611.46",45 Day/s,,Isidro Lopez Tapar,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,16/06/2020 2:00 PM," Rehabilitation of Farm to Market Road from Obo to Dayawa to Siay, San Miguel, Catanduanes.
Scope of Works: 910mm dia. RCPC Class IV, 911mm dia. RCPC Class IV, 600mm dia. RCPC Class IV, RoadWay Excavation, Transport of Heavy Equipment (Backhoe), Bunk House", For more information kindly contact:,Isidro Lopez Tapar,01/06/2020
7020477,SPECIAL EDUCATION HIGH SCHOOL,Electrical System and Lighting Components,Negros Occidental,2020-RFQ053,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Electrical Systems and Lighting Components,"10,814.00",7 Day/s,,Cecilia Maningo Fuentes,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 2:00 PM," 1 Breaker 30 amperes 
1 pc 2 THHN wire #12 
2 boxes 3 Screw insulator (small)
 24 pcs 4 LED bulb 10w 
10 pcs 5 Rubber Socket 10 pcs",,Cecilia Maningo Fuentes,01/06/2020
7020467,PROVINCE OF NUEVA VIZCAYA - BAYOMBONG NUEVA VIZCAYA,(GO-Exec.)REQUEST FOR QUOTATION (RFQ) For the Procurement of Janitorial Supplies (1st  and 2nd Quarter) For the Governor’s Office –Executive /Admin (GO-Exec.),Nueva Vizcaya,S-060120-1,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Janitorial Supplies,"110,098.55",15 Day/s,,Aaron John Reyes Liwag,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,05/06/2020 8:30 AM," Republic of the Philippines
Province of Nueva Vizcaya
BIDS AND AWARDS COMMITTEE (BAC-Goods)
BAC OFFICE, Provincial Capitol, Bayombong, Nueva Vizcaya
	
REQUEST FOR QUOTATION (RFQ)
For the Procurement of Janitorial Supplies (1st  and 2nd Quarter)
For the Go",,Aaron John Reyes Liwag,01/06/2020
7020382,"BARANGAY CAWAYAN I, SAN FRANCISCO, QUEZON",Supply and Delivery of One (1) Unit 2nd Hand Pick up Vehicle,Quezon,RF-2020-001,Implementing Rules and Regulations,Public Bidding,Goods,Vehicles,"500,000.00",28 Day/s,,Felvan Aldrex Rocas Aguila,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 PM," Republic of the Philippines
Province of Quezon
Municipality of San Francisco
BARANGAY CAWAYAN I
INVITATION TO BID FOR Purchase of “2nd Hand Pick up” Vehicle.
1.	The Sangguning Barangay of Cawayan I, San Francisco, Quezon, through the 20% Development Fund ", Jane C. Pampilon,Felvan Aldrex Rocas Aguila,01/06/2020
7020464,DEPARTMENT OF AGRICULTURE - REGION X,Negotiated Procurement for Supply and Delivery of 8000 units Plastic Crates,,IB No. 2020-052/RJP,Implementing Rules and Regulations,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,Plastic Products,"4,160,000.00",30 Day/s,,Luz S. Liloc,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,16/06/2020 1:00 PM," BIDS AND AWARDS COMMITTEE
INVITATION FOR NEGOTIATED PROCUREMENT (TWO FAILED BIDDINGS)
IB No. 2020-052/RJP
SUPPLY AND DELIVERY OF 8000 UNITS PLASTIC CRATES
In view of the two (2) failed bidding, the Department of Agriculture, Regional Field Office 10 throu", Instruction for Suppliers on How to View/Download the document:,Luz S. Liloc,01/06/2020
7020437,BUREAU OF PLANT INDUSTRY - NCR,PROCUREMENT FOR THE SUPPLY AND DELIVERY OF GC CONSUMABLES AND GC COLUMNS FOR USE IN LABORATORIES OF PLANT PRODUCT SAFETY SERVICES DIVISION (PPSSD),,"ITB PR No.: 0203, 0205-20BAC",Implementing Rules and Regulations,Public Bidding,Goods,Laboratory Supplies and Equipment,"2,327,984.00",60 Day/s,,Mila Rodrin Creencia 2,Active,Order,0,9,02/06/2020,02/06/2020 12:00 AM,21/07/2020 1:00 PM," Republic of the Philippines
Department of Agriculture
BUREAU OF PLANT INDUSTRY
692 San Andres Street Malate, Manila, Philippines
E-mail Address: bpibac@yahoo.com
Tel. No.: (02) 8526-7859, (02) 8691-0736 | Website: bpi.da.gov.ph
SOLICITATION NO.: ITB PR NO",,Mila Rodrin Creencia 2,01/06/2020
7020469,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES VISAYAS,Purchase and Delivery of Medical Supplies,Negros Occidental,060120,Implementing Rules and Regulations,Shopping,Goods,Medical Supplies and Laboratory Instrument,"316,450.00",0 Day/s,,Joel B Sumugat,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 5:00 PM," TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES  VISAYAS				
Capt. Sabi St., City of Talisay, Negros Occidental				
				
      PROCUREMENT OFFICE				
				
REQUEST FOR QUOTATION				
				
			January 28, 2020	
__________________________________  				
           ",,Joel B Sumugat,01/06/2020
7020462,DEPARTMENT OF FINANCE - MAIN,PQ#023-2020 Various CSE for various DOF Offices,Metro Manila,PQ#023-2020 Various CSE for various DOF offices,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment,"108,300.00",0 Day/s,,Aldrin Peter Yambao Isturis,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,05/06/2020 3:00 PM," Whiteboard, Reversible, 5x3 with stand and rollers
					
Paper Shredder					
Shred Capacity: A4 (70g), 8 sheets paper, 1 CD 1 Card, Shred Size					
2x12 mm, Entry Width: 220mm, Shred Type: Micro Cut, Shred					
Speed: 2.3m/min, Duty Cycle: 30 minutes on, ",,Aldrin Peter Yambao Isturis,01/06/2020
